match_id,url,start_time,end_time,interval_seconds
1455611,https://www.espncricinfo.com/series/the-ashes-2025-26-1455609/australia-vs-england-1st-test-1455611/live-cricket-score,2025-11-21T12:10:00,2025-11-21T20:50:00,30

